pdf_name,page,code,keyword,context,validated,relevant,confirmed_code,notes
Wien Curriculum.pdf,14.0,Code 2.1: Diversität & Heterogenität,sozial,"Sozioökonomische Theorien und rechtlichen Grundlagen der Elementarpädagogik | VO 1 SWS   2 ECTS Inhalt Aspekte der Volkswirtschaft,Sozial- und Bildungspolitik:  • Begriffsklärung Volkswirtschaft, Sozial- und Bildungspolitik • institutionellen Kinderbetreuung als Dienstleistung, volkswirtschaftlichen Aspekte der institutionellen Kinderbetreuung  • institutionellen Kinderbetreuung und Sozial- und Bild",False,,,
Wien Curriculum.pdf,14.0,Code 2.1: Diversität & Heterogenität,sozial,"rtschaft, Sozial- und Bildungspolitik • institutionellen Kinderbetreuung als Dienstleistung, volkswirtschaftlichen Aspekte der institutionellen Kinderbetreuung  • institutionellen Kinderbetreuung und Sozial- und Bildungspolitik • ökonomischen Bewertung sozial- und bildungspolitischer Handlungsfelder mit Fokus auf institutionelle Kinderbetreuung   Rechtliche Grundlagen im elementarpädagogischen Feld:  •",False,,,
Wien Curriculum.pdf,14.0,Code 2.1: Diversität & Heterogenität,sozial,"len Kinderbetreuung als Dienstleistung, volkswirtschaftlichen Aspekte der institutionellen Kinderbetreuung  • institutionellen Kinderbetreuung und Sozial- und Bildungspolitik • ökonomischen Bewertung sozial- und bildungspolitischer Handlungsfelder mit Fokus auf institutionelle Kinderbetreuung   Rechtliche Grundlagen im elementarpädagogischen Feld:  • Aufsichtspflicht  • Allgemeines Kindschaftsrecht  • K",True,nein,Code 2.1: Diversität & Heterogenität,
Wien Curriculum.pdf,14.0,Code 2.1: Diversität & Heterogenität,sozial,faltsmaßstab und Haftungsfolgen bei Pflichtverletzung Lernergebnisse • Studierende kennen ausgewählte theoretische und konzeptionelle sozioökonomische Grundlagen und können volkswirtschaftliche sowie sozial- und bildungspolitische Entwicklungen mit Blick auf die,True,ja,Code 2.1: Diversität & Heterogenität,
Wien Curriculum.pdf,14.0,Code 2.4: Abbau von Benachteiligung & Diskriminierung,sozioökonomisch,"Sozioökonomische Theorien und rechtlichen Grundlagen der Elementarpädagogik | VO 1 SWS   2 ECTS Inhalt Aspekte der Volkswirtschaft,Sozial- und Bildungspolitik:  • Begriffsklärung Volkswirtschaft, Sozial- und Bildung",True,nein,Code 2.4: Abbau von Benachteiligung & Diskriminierung,
Wien Curriculum.pdf,14.0,Code 2.4: Abbau von Benachteiligung & Diskriminierung,sozioökonomisch,"Jugendhilfeträgers  • Umfang der Aufsichtspflicht, geltender Sorgfaltsmaßstab und Haftungsfolgen bei Pflichtverletzung Lernergebnisse • Studierende kennen ausgewählte theoretische und konzeptionelle sozioökonomische Grundlagen und können volkswirtschaftliche sowie sozial- und bildungspolitische Entwicklungen mit Blick auf die",True,ja,Code 2.4: Abbau von Benachteiligung & Diskriminierung,
Wien Curriculum.pdf,15.0,Code 2.1: Diversität & Heterogenität,Gender,h seiner Familien- und Bildungspolitik zu identifizieren und die österreichische Situation international einzuordnen. • Studierende kennen die sozioökonomischen Besonderheiten der Bereitstellung gelingender Kinderbetreuung und können politische Optionen zur Absicherung einer effektiven und effizienten Versorgung abwägen. • Studierende sind mit zentralen rechtlichen Grundlagen ihres Arbeitsalltags am Ler,True,nein,Code 2.1: Diversität & Heterogenität,
Wien Curriculum.pdf,15.0,Code 2.1: Diversität & Heterogenität,sozioökonomisch,lternative Konzeptionen des Wohlfahrtsstaates hinsichtlich seiner Familien- und Bildungspolitik zu identifizieren und die österreichische Situation international einzuordnen. • Studierende kennen die sozioökonomischen Besonderheiten der Bereitstellung gelingender Kinderbetreuung und können politische Optionen zur Absicherung einer effektiven und effizienten Versorgung abwägen. • Studierende sind mit zentralen re,True,ja,Code 2.1: Diversität & Heterogenität,
Wien Curriculum.pdf,15.0,Code 2.1: Diversität & Heterogenität,sozial,"che Grundlagen der motorischen Entwicklung und Bewegungsbildung von Kindern am Beispiel Bewegungslandschaft, Bewegungsbaustelle, Bewegungsstation  • Einführung in grundlegende Konzepte des Lernens in sozialer Interaktion, Hinführung zu Scaffolding und Sustained Shared Thinking • Verknüpfung der Inhalte mit elementarpädagogischen Handlungskonzepten im Bildungsbereich Bewegung und Gesundheit aus der Lehrv",True,ja,Code 2.1: Diversität & Heterogenität,
Wien Curriculum.pdf,15.0,Code 2.4: Abbau von Benachteiligung & Diskriminierung,sozioökonomisch,lternative Konzeptionen des Wohlfahrtsstaates hinsichtlich seiner Familien- und Bildungspolitik zu identifizieren und die österreichische Situation international einzuordnen. • Studierende kennen die sozioökonomischen Besonderheiten der Bereitstellung gelingender Kinderbetreuung und können politische Optionen zur Absicherung einer effektiven und effizienten Versorgung abwägen. • Studierende sind mit zentralen re,True,nein,Code 2.4: Abbau von Benachteiligung & Diskriminierung,
Wien Curriculum.pdf,15.0,Code 2.7: Professionelle Haltung & Ethik,Reflexion,ung der Inhalte mit elementarpädagogischen Handlungskonzepten im Bildungsbereich Bewegung und Gesundheit aus der Lehrveranstaltung „Elementarpädagogische Handlungskonzepte“ • Praktisches Erproben und Reflexion von Spiel- und Lernarrangements des Bildungsbereichs Bewegung und Gesundheit • Adäquate Angebote der Bewegungsbildung für Kinder und Erstellung eines Repertoires für den Lernort Praxisorganisation Le,True,ja,Code 2.7: Professionelle Haltung & Ethik,
Wien Curriculum.pdf,16.0,Code 2.1: Diversität & Heterogenität,sozial,"entwicklungstheoretische Grundlagen zur Bedeutung von Bewegung, Motorik und dem Körper für kindliche Entwicklungs- und Bildungsprozesse. • Studierende sind mit grundlegenden Konzepten des Lernens in sozialer Interaktion vertraut. • Studierende kennen Spiel- und Lernarrangements des Bildungsbereichs Bewegung und Gesundheit und können diese auf basalem Niveau praktisch anwenden. • Studierende können Verk",True,nein,Code 2.1: Diversität & Heterogenität,
Wien Curriculum.pdf,16.0,Code 2.1: Diversität & Heterogenität,sozial,"1 ECTS Inhalt • Weiterführende entwicklungstheoretische Grundlagen der kreativen Bildung von Kindern am Beispiel Kopffüßler und Vorschemaphase  • Einführung in grundlegende Konzepte des Lernens in sozialer Interaktion, Hinführung zu Scaffolding und Sustained Shared Thinking • Praktisches Erproben und Reflexion kreativer Spiel- und Lernarrangements • Adäquate kreative Angebote für Kinder und Erstellun",False,,,
Wien Curriculum.pdf,16.0,Code 2.1: Diversität & Heterogenität,sozial,"führende entwicklungstheoretische Grundlagen zur Bedeutung kreativer Auseinandersetzung für kindliche Entwicklungs- und Bildungsprozesse.  • Studierende sind mit grundlegenden Konzepte des Lernens in sozialer Interaktion vertraut. • Studierende kennen kreative Spiel- und Lernarrangements und können diese auf basalem Niveau praktisch anwenden. • Studierende können erste adäquate, kreative Angebote für Ki",False,,,
Wien Curriculum.pdf,16.0,Code 2.7: Professionelle Haltung & Ethik,Reflexion,"m Beispiel Kopffüßler und Vorschemaphase  • Einführung in grundlegende Konzepte des Lernens in sozialer Interaktion, Hinführung zu Scaffolding und Sustained Shared Thinking • Praktisches Erproben und Reflexion kreativer Spiel- und Lernarrangements • Adäquate kreative Angebote für Kinder und Erstellung eines Repertoires für die pädagogische Praxis Lernergebnisse • Studierende kennen weiterführende entwicklu",True,ja,Code 2.7: Professionelle Haltung & Ethik,
Wien Curriculum.pdf,17.0,Code 2.1: Diversität & Heterogenität,sozial,"sik, Stimme, Ausdruck  | ILV 1 SWS   1 ECTS Inhalt • Weiterführende entwicklungstheoretische Grundlagen der musisch-kreativen Bildung von Kindern  • Einführung in grundlegende Konzepte des Lernens in sozialer Interaktion, Hinführung zu Scaffolding und Sustained Shared Thinking im Kontext des musisch-kreativen Ausdrucks • Praktisches Erproben und Reflexion musisch-kreativer Spiel- und Lernarrangements •",True,ja,Code 2.1: Diversität & Heterogenität,
Wien Curriculum.pdf,17.0,Code 2.1: Diversität & Heterogenität,sozial,"entwicklungstheoretische Grundlagen zur Bedeutung musisch-kreativer Auseinandersetzung für kindliche Entwicklungs- und Bildungsprozesse.  • Studierende sind mit grundlegenden Konzepten des Lernens in sozialer Interaktion vertraut. • Studierende kennen musisch-kreative Spiel- und Lernarrangements und können diese auf basalem Niveau praktisch anwenden. • Studierende können erste adäquate, musisch-kreative",True,ja,Code 2.1: Diversität & Heterogenität,
Wien Curriculum.pdf,17.0,Code 2.7: Professionelle Haltung & Ethik,Reflexion,"Einführung in grundlegende Konzepte des Lernens in sozialer Interaktion, Hinführung zu Scaffolding und Sustained Shared Thinking im Kontext des musisch-kreativen Ausdrucks • Praktisches Erproben und Reflexion musisch-kreativer Spiel- und Lernarrangements • Adäquate musisch-kreative Angebote für Kinder und Erstellung eines Repertoires an Liedern, Tänzen, Rhythmen sowie musisch-kreativen Arrangements für de",True,ja,Code 2.7: Professionelle Haltung & Ethik,
Wien Curriculum.pdf,17.0,Code 2.7: Professionelle Haltung & Ethik,reflexiv,"däquate, musisch-kreative Angebote für Kinder und für den Lernort Praxisorganisation erstellen, verbalisieren und reflektieren.  Bildungsprozesse beobachten und planen | ILV 1.5 SWS   2 ECTS Inhalt • Reflexive Auseinandersetzung mit dem eigenen elementarpädagogischen Bildungsverständnis.",True,ja,Code 2.7: Professionelle Haltung & Ethik,
Wien Curriculum.pdf,18.0,Code 2.1: Diversität & Heterogenität,sozial,"heoretische Beschäftigung mit dem Bildungsbegriff in der Pädagogik der frühen Kindheit. • Bedeutung der Interaktions- und Beziehungsqualität und Auseinandersetzung mit diversen Konzepten zu lernen in sozialer Interaktion, einschließlich Scaffolding und Sustained Shared Thinking. • Annäherung an eine Deutung kindlicher Bildungsprozesse aus phänomenologischer und ethnographischer Perspektive.  • Erprobung",True,ja,Code 2.1: Diversität & Heterogenität,
Wien Curriculum.pdf,18.0,Code 2.2: Inklusion & Partizipation,inklusiv,"iftlicher Form ausarbeiten, um sich auf die Tätigkeit am Lernort Praxisorganisation vorzubereiten. • Studierende erkennen die Bedeutung von Beobachtungs- und Reflexionskompetenzen im Zusammenhang mit inklusiver pädagogischer Professionalität und können deren Einsatz bei einzelnen Kindern sowie im Gruppeneinsatz beurteilen.   Grundlagen wissenschaftlichen Arbeitens | ILV",True,ja,Code 2.2: Inklusion & Partizipation,
Wien Curriculum.pdf,18.0,Code 2.7: Professionelle Haltung & Ethik,Haltung,"e sind mit der Bedeutung der Interaktion im kindlichen Selbstbildungsprozess, einschließlich Scaffolding und Sustained Shared Thinking sowie mit einer dialogorientierten sowie sorgenden pädagogischen Haltung vertraut. • Studierende sind mit den Bildungsbereichen des Bundesländerübergreifenden BildungsRahmenPlan für elementare Bildungseinrichtungen in Österreich (2009) mit exemplarischem Fokus auf den Ber",True,ja,Code 2.7: Professionelle Haltung & Ethik,
Wien Curriculum.pdf,18.0,Code 2.7: Professionelle Haltung & Ethik,Reflexion,"us phänomenologischer und ethnographischer Perspektive.  • Erprobung ethnographischer Forschungsmethoden in der eigenen pädagogischen Praxis. • Grundlagen der pädagogischen Planung, Dokumentation und Reflexion anhand pädagogischer Fragestellungen • Einführung in die Bildungsbereiche MINT und weitere Bildungsbereiche, des Bundesländerübergreifenden BildungsRahmenPlans Lernergebnisse • Studierende wissen um",True,ja,Code 2.7: Professionelle Haltung & Ethik,
